發生年度,發生時-Hours,處理別-編號,區序,天候,道路型態,事故位置,路面狀況3,年齡,飲酒情形,座標-X,座標-Y
112,12,2,北投區,晴,單路,路段,無缺陷,22,未飲酒,121.4995312,25.12108244
112,12,2,北投區,晴,單路,路段,無缺陷,34,未飲酒,121.4995312,25.12108244
112,12,2,北投區,晴,交岔路,交岔路口,無缺陷,67,未飲酒,121.5182055,25.1131125
112,12,2,北投區,晴,交岔路,交岔路口,無缺陷,41,未飲酒,121.5182055,25.1131125
112,13,2,北投區,晴,單路,路段,無缺陷,0,無法檢測,121.5570097,25.17758
112,13,2,北投區,晴,單路,路段,無缺陷,18,未飲酒,121.5570097,25.17758
112,13,2,大安區,晴,單路,路段,無缺陷,27,無法檢測,121.5484846,25.02638787
112,13,2,大安區,晴,單路,路段,無缺陷,67,無法檢測,121.5484846,25.02638787
112,13,2,大安區,晴,單路,路段,無缺陷,48,未飲酒,121.5484846,25.02638787
112,13,2,北投區,晴,交岔路,交岔路口,無缺陷,46,未飲酒,121.5014286,25.1194442
112,13,2,北投區,晴,交岔路,交岔路口,無缺陷,19,未飲酒,121.5014286,25.1194442
112,13,2,北投區,晴,交岔路,交岔路口,無缺陷,45,未飲酒,121.5014286,25.1194442
112,13,2,內湖區,晴,單路,路段,無缺陷,26,未飲酒,121.574835,25.0710531
112,13,2,內湖區,晴,單路,路段,無缺陷,43,未飲酒,121.574835,25.0710531
112,14,2,信義區,晴,交岔路,交岔路口,無缺陷,31,未飲酒,121.5650416,25.027611
112,14,2,信義區,晴,交岔路,交岔路口,無缺陷,46,未飲酒,121.5650416,25.027611
112,14,2,信義區,晴,交岔路,交岔路口,無缺陷,27,無法檢測,121.5650416,25.027611
112,14,2,大安區,晴,交岔路,交岔路口,無缺陷,45,未飲酒,121.5266413,25.0301784
112,14,2,大安區,晴,交岔路,交岔路口,無缺陷,73,無法檢測,121.5266413,25.0301784
112,14,2,北投區,晴,單路,路段,無缺陷,25,未飲酒,121.4982662,25.1210298
112,14,2,北投區,晴,單路,路段,無缺陷,28,無法檢測,121.4982662,25.1210298
112,14,2,中正區,晴,單路,路段,無缺陷,31,未飲酒,121.5170036,25.03614833
112,14,2,中正區,晴,單路,路段,無缺陷,0,無法檢測,121.5170036,25.03614833
112,14,2,中正區,晴,交岔路,交岔路口,無缺陷,21,未飲酒,121.532777,25.016094
112,14,2,中正區,晴,交岔路,交岔路口,無缺陷,68,未飲酒,121.532777,25.016094
112,14,2,中山區,晴,交岔路,交岔路口,無缺陷,62,未飲酒,121.5457776,25.0775083
112,14,2,中山區,晴,交岔路,交岔路口,無缺陷,59,未飲酒,121.5457776,25.0775083
112,14,2,大安區,晴,交岔路,交岔路口,無缺陷,50,未飲酒,121.5486188,25.04182
112,14,2,大安區,晴,交岔路,交岔路口,無缺陷,73,未飲酒,121.5486188,25.04182
112,16,2,文山區,晴,單路,路段,無缺陷,66,無法檢測,121.5429816,25.0007603
112,16,2,文山區,晴,單路,路段,無缺陷,59,未飲酒,121.5429816,25.0007603
112,16,2,中山區,晴,交岔路,交岔路口,無缺陷,33,未飲酒,121.5393924,25.04534995
112,16,2,中山區,晴,交岔路,交岔路口,無缺陷,59,未飲酒,121.5393924,25.04534995
112,16,2,中正區,陰,交岔路,交岔路口,無缺陷,34,未飲酒,121.5168669,25.03481564
112,16,2,中正區,陰,交岔路,交岔路口,無缺陷,58,未飲酒,121.5168669,25.03481564
112,16,2,中正區,陰,交岔路,交岔路口,無缺陷,37,未飲酒,121.5168669,25.03481564
112,16,2,中山區,陰,交岔路,交岔路口,無缺陷,37,未飲酒,121.5278127,25.0706581
112,16,2,中山區,陰,交岔路,交岔路口,無缺陷,51,未飲酒,121.5278127,25.0706581
112,16,2,信義區,晴,交岔路,交岔路口,無缺陷,57,未飲酒,121.5596192,25.0329127
112,16,2,信義區,晴,交岔路,交岔路口,無缺陷,20,未飲酒,121.5596192,25.0329127
112,16,2,文山區,陰,單路,路段,無缺陷,23,未飲酒,121.5737127,24.9929683
112,16,2,文山區,陰,單路,路段,無缺陷,44,未飲酒,121.5737127,24.9929683
112,16,2,文山區,陰,單路,路段,無缺陷,20,無法檢測,121.5737127,24.9929683
112,17,2,松山區,晴,單路,路段,無缺陷,52,未飲酒,121.5694219,25.05636355
112,17,2,松山區,晴,單路,路段,無缺陷,19,未飲酒,121.5694219,25.05636355
112,17,2,萬華區,晴,交岔路,交岔路口,無缺陷,25,未飲酒,121.4997234,25.0384117
112,17,2,萬華區,晴,交岔路,交岔路口,無缺陷,47,未飲酒,121.4997234,25.0384117
112,17,2,大同區,陰,單路,路段,無缺陷,18,未飲酒,121.5159816,25.06659301
112,17,2,大同區,陰,單路,路段,無缺陷,56,未飲酒,121.5159816,25.06659301
112,17,2,大安區,晴,交岔路,交岔路口,無缺陷,40,未飲酒,121.5363385,25.04464
112,17,2,大安區,晴,交岔路,交岔路口,無缺陷,45,未飲酒,121.5363385,25.04464
112,17,2,內湖區,晴,交岔路,交岔路口,無缺陷,30,未飲酒,121.5754745,25.05647799
112,17,2,內湖區,晴,交岔路,交岔路口,無缺陷,38,未飲酒,121.5754745,25.05647799
112,18,2,士林區,晴,交岔路,交岔路口,無缺陷,61,未飲酒,121.5256207,25.1024709
112,18,2,士林區,晴,交岔路,交岔路口,無缺陷,48,未飲酒,121.5256207,25.1024709
112,18,2,中山區,晴,交岔路,交岔路口,無缺陷,33,未飲酒,121.5492685,25.0841428
112,18,2,中山區,晴,交岔路,交岔路口,無缺陷,58,未飲酒,121.5492685,25.0841428
112,18,2,松山區,晴,單路,路段,無缺陷,30,未飲酒,121.5526948,25.0618081
112,18,2,松山區,晴,單路,路段,無缺陷,34,未飲酒,121.5526948,25.0618081
112,18,2,松山區,晴,交岔路,交岔路口,無缺陷,31,未飲酒,121.5492715,25.05766889
112,18,2,松山區,晴,交岔路,交岔路口,無缺陷,26,未飲酒,121.5492715,25.05766889
112,18,2,內湖區,陰,單路,路段,無缺陷,49,未飲酒,121.5811275,25.06821237
112,18,2,內湖區,陰,單路,路段,無缺陷,48,未飲酒,121.5811275,25.06821237
112,18,2,信義區,陰,單路,路段,無缺陷,61,未飲酒,121.5559411,25.025189
112,18,2,信義區,陰,單路,路段,無缺陷,24,無法檢測,121.5559411,25.025189
112,18,2,萬華區,晴,單路,路段,無缺陷,62,未飲酒,121.4967468,25.0188139
112,18,2,萬華區,晴,單路,路段,無缺陷,39,未飲酒,121.4967468,25.0188139
112,18,2,信義區,晴,交岔路,交岔路口,無缺陷,46,未飲酒,121.5675821,25.0358445
112,18,2,信義區,晴,交岔路,交岔路口,無缺陷,26,未飲酒,121.5675821,25.0358445
112,19,2,士林區,陰,交岔路,交岔路口,無缺陷,69,未飲酒,121.5282141,25.1158557
112,19,2,士林區,陰,交岔路,交岔路口,無缺陷,37,未飲酒,121.5282141,25.1158557
112,19,2,士林區,陰,交岔路,交岔路口,無缺陷,73,未飲酒,121.5282141,25.1158557
112,19,2,士林區,陰,交岔路,交岔路口,無缺陷,38,未飲酒,121.5282141,25.1158557
112,19,2,信義區,晴,單路,路段,無缺陷,0,無法檢測,121.5578238,25.043652
112,19,2,信義區,晴,單路,路段,無缺陷,28,未飲酒,121.5578238,25.043652
112,20,2,內湖區,晴,交岔路,交岔路口,無缺陷,29,未飲酒,121.6183568,25.06843316
112,20,2,內湖區,晴,交岔路,交岔路口,無缺陷,34,未飲酒,121.6183568,25.06843316
112,20,2,內湖區,晴,交岔路,交岔路口,無缺陷,33,未飲酒,121.5748988,25.07635083
112,20,2,內湖區,晴,交岔路,交岔路口,無缺陷,43,未飲酒,121.5748988,25.07635083
112,20,2,內湖區,晴,交岔路,交岔路口,無缺陷,61,未飲酒,121.6191036,25.0706808
112,20,2,內湖區,晴,交岔路,交岔路口,無缺陷,40,未飲酒,121.6191036,25.0706808
112,20,2,中山區,晴,交岔路,交岔路口,無缺陷,19,未飲酒,121.5242697,25.04795349
112,20,2,中山區,晴,交岔路,交岔路口,無缺陷,38,未飲酒,121.5242697,25.04795349
112,21,2,信義區,陰,交岔路,交岔路口,無缺陷,29,無法檢測,121.5587056,25.0194221
112,21,2,信義區,陰,交岔路,交岔路口,無缺陷,61,無法檢測,121.5587056,25.0194221
112,21,2,中山區,陰,交岔路,交岔路口,無缺陷,56,未飲酒,121.5534032,25.0799933
112,21,2,中山區,陰,交岔路,交岔路口,無缺陷,23,未飲酒,121.5534032,25.0799933
112,21,2,萬華區,晴,交岔路,交岔路口,無缺陷,34,未飲酒,121.5056874,25.02819848
112,21,2,萬華區,晴,交岔路,交岔路口,無缺陷,53,未飲酒,121.5056874,25.02819848
112,21,2,萬華區,晴,交岔路,交岔路口,無缺陷,34,無法檢測,121.5056874,25.02819848
112,21,2,文山區,晴,交岔路,交岔路口,無缺陷,36,未飲酒,121.5803663,24.98458144
112,21,2,文山區,晴,交岔路,交岔路口,無缺陷,50,未飲酒,121.5803663,24.98458144
112,21,2,大安區,晴,交岔路,交岔路口,無缺陷,22,未飲酒,121.5445085,25.0425095
112,21,2,大安區,晴,交岔路,交岔路口,無缺陷,22,未飲酒,121.5445085,25.0425095
112,21,2,中山區,陰,交岔路,交岔路口,無缺陷,49,未飲酒,121.5314213,25.05205769
112,21,2,中山區,陰,交岔路,交岔路口,無缺陷,26,無法檢測,121.5314213,25.05205769
112,21,2,中山區,晴,交岔路,交岔路口,無缺陷,54,未飲酒,121.527752,25.05546487
112,21,2,中山區,晴,交岔路,交岔路口,無缺陷,23,無法檢測,121.527752,25.05546487
112,22,2,北投區,晴,交岔路,交岔路口,無缺陷,24,未飲酒,121.5022773,25.11908853
112,22,2,北投區,晴,交岔路,交岔路口,無缺陷,28,未飲酒,121.5022773,25.11908853
112,22,2,內湖區,晴,交岔路,交岔路口,無缺陷,36,未飲酒,121.5910155,25.0619653
112,22,2,內湖區,晴,交岔路,交岔路口,無缺陷,28,未飲酒,121.5910155,25.0619653
112,23,2,中山區,晴,交岔路,交岔路口,無缺陷,59,未飲酒,121.52247,25.0629757
112,23,2,中山區,晴,交岔路,交岔路口,無缺陷,22,未飲酒,121.52247,25.0629757
112,23,2,信義區,晴,交岔路,交岔路口,無缺陷,20,未飲酒,121.5655047,25.035873
112,23,2,信義區,晴,交岔路,交岔路口,無缺陷,50,無法檢測,121.5655047,25.035873
112,0,2,士林區,晴,交岔路,交岔路口,無缺陷,19,未飲酒,121.5461706,25.13596013
112,0,2,士林區,晴,交岔路,交岔路口,無缺陷,19,未飲酒,121.5461706,25.13596013
112,0,2,士林區,晴,交岔路,交岔路口,無缺陷,20,無法檢測,121.5461706,25.13596013
112,6,2,士林區,陰,交岔路,交岔路口,無缺陷,23,未飲酒,121.5255658,25.10256401
112,6,2,士林區,陰,交岔路,交岔路口,無缺陷,60,未飲酒,121.5255658,25.10256401
112,7,2,北投區,晴,單路,路段,無缺陷,68,未飲酒,121.5249385,25.14012455
112,7,2,北投區,晴,單路,路段,無缺陷,56,未飲酒,121.5249385,25.14012455
112,7,2,文山區,晴,單路,路段,無缺陷,42,未飲酒,121.5639004,24.97866309
112,7,2,文山區,晴,單路,路段,無缺陷,39,未飲酒,121.5639004,24.97866309
112,7,2,文山區,晴,單路,路段,無缺陷,52,未飲酒,121.5639004,24.97866309
112,7,2,大安區,晴,交岔路,交岔路口,無缺陷,42,無法檢測,121.5514449,25.0274621
112,7,2,大安區,晴,交岔路,交岔路口,無缺陷,75,無法檢測,121.5514449,25.0274621
112,7,2,文山區,晴,交岔路,交岔路口,無缺陷,44,未飲酒,121.5393089,24.9993468
112,7,2,文山區,晴,交岔路,交岔路口,無缺陷,10,無法檢測,121.5393089,24.9993468
112,7,2,中正區,晴,交岔路,交岔路口,無缺陷,40,未飲酒,121.5153149,25.0394496
112,7,2,中正區,晴,交岔路,交岔路口,無缺陷,43,未飲酒,121.5153149,25.0394496
112,7,2,士林區,晴,交岔路,交岔路口,無缺陷,28,未飲酒,121.5093213,25.08657641
112,7,2,士林區,晴,交岔路,交岔路口,無缺陷,57,未飲酒,121.5093213,25.08657641
112,7,2,北投區,晴,單路,路段,無缺陷,42,未飲酒,121.5098271,25.1117208
112,7,2,北投區,晴,單路,路段,無缺陷,46,未飲酒,121.5098271,25.1117208
112,7,2,大安區,晴,單路,路段,無缺陷,40,未飲酒,121.5256806,25.02298099
112,7,2,大安區,晴,單路,路段,無缺陷,39,未飲酒,121.5256806,25.02298099
112,8,2,文山區,晴,交岔路,交岔路口,無缺陷,48,未飲酒,121.5563152,24.98618839
112,8,2,文山區,晴,交岔路,交岔路口,無缺陷,27,未飲酒,121.5563152,24.98618839
112,8,2,文山區,晴,單路,路段,無缺陷,72,未飲酒,121.5669674,24.9833722
112,8,2,文山區,晴,單路,路段,無缺陷,68,未飲酒,121.5669674,24.9833722
112,8,2,大同區,晴,交岔路,交岔路口,無缺陷,25,未飲酒,121.5185002,25.0685323
112,8,2,大同區,晴,交岔路,交岔路口,無缺陷,54,未飲酒,121.5185002,25.0685323
112,8,2,中山區,晴,交岔路,交岔路口,無缺陷,43,未飲酒,121.5226237,25.05215164
112,8,2,中山區,晴,交岔路,交岔路口,無缺陷,38,未飲酒,121.5226237,25.05215164
112,8,2,松山區,晴,單路,路段,無缺陷,56,未飲酒,121.5499325,25.06157529
112,8,2,松山區,晴,單路,路段,無缺陷,47,未飲酒,121.5499325,25.06157529
112,8,2,中山區,晴,交岔路,交岔路口,無缺陷,35,未飲酒,121.5630916,25.07611843
112,8,2,中山區,晴,交岔路,交岔路口,無缺陷,23,未飲酒,121.5630916,25.07611843
112,8,2,松山區,晴,單路,路段,無缺陷,44,未飲酒,121.5736612,25.05079224
112,8,2,松山區,晴,單路,路段,無缺陷,23,未飲酒,121.5736612,25.05079224
112,8,2,大安區,晴,單路,路段,無缺陷,0,無法檢測,121.5533675,25.0440382
112,8,2,大安區,晴,單路,路段,無缺陷,62,未飲酒,121.5533675,25.0440382
112,8,2,大安區,晴,單路,路段,無缺陷,70,無法檢測,121.5533675,25.0440382
112,8,2,大安區,晴,單路,路段,無缺陷,0,無法檢測,121.5533675,25.0440382
112,8,2,大安區,晴,單路,路段,無缺陷,0,無法檢測,121.5533675,25.0440382
112,8,2,士林區,晴,交岔路,交岔路口,無缺陷,27,未飲酒,121.526505,25.1165294
112,8,2,士林區,晴,交岔路,交岔路口,無缺陷,79,未飲酒,121.526505,25.1165294
112,8,2,中山區,晴,單路,路段,無缺陷,0,無法檢測,121.5390343,25.0526971
112,8,2,中山區,晴,單路,路段,無缺陷,38,未飲酒,121.5390343,25.0526971
112,8,2,中山區,晴,單路,路段,無缺陷,40,無法檢測,121.5390343,25.0526971
112,8,2,中山區,晴,單路,路段,無缺陷,47,未飲酒,121.5390343,25.0526971
112,9,2,信義區,晴,交岔路,交岔路口,無缺陷,25,無法檢測,121.5654166,25.0318876
112,9,2,信義區,晴,交岔路,交岔路口,無缺陷,58,未飲酒,121.5654166,25.0318876
112,9,2,信義區,晴,交岔路,交岔路口,無缺陷,25,未飲酒,121.5654166,25.0318876
112,10,2,北投區,晴,單路,路段,無缺陷,57,未飲酒,121.511819,25.1163089
112,10,2,北投區,晴,單路,路段,無缺陷,30,未飲酒,121.511819,25.1163089
112,10,2,大安區,晴,交岔路,交岔路口,無缺陷,75,未飲酒,121.5413031,25.02859245
112,10,2,大安區,晴,交岔路,交岔路口,無缺陷,26,未飲酒,121.5413031,25.02859245
112,10,2,大安區,晴,交岔路,交岔路口,無缺陷,48,未飲酒,121.5413031,25.02859245
112,10,2,中山區,晴,交岔路,交岔路口,無缺陷,45,無法檢測,121.5360761,25.0602941
112,10,2,中山區,晴,交岔路,交岔路口,無缺陷,50,未飲酒,121.5360761,25.0602941
112,10,2,信義區,晴,交岔路,交岔路口,無缺陷,59,未飲酒,121.5726701,25.04463
112,10,2,信義區,晴,交岔路,交岔路口,無缺陷,41,未飲酒,121.5726701,25.04463
112,10,2,內湖區,晴,交岔路,交岔路口,無缺陷,19,無法檢測,121.5809275,25.08470285
112,10,2,內湖區,晴,交岔路,交岔路口,無缺陷,68,未飲酒,121.5809275,25.08470285
112,11,2,中山區,晴,圓環,路段,無缺陷,54,未飲酒,121.5501518,25.086284
112,11,2,中山區,晴,圓環,路段,無缺陷,51,未飲酒,121.5501518,25.086284
112,11,2,士林區,晴,交岔路,交岔路口,無缺陷,44,未飲酒,121.5233138,25.0849076
112,11,2,士林區,晴,交岔路,交岔路口,無缺陷,56,未飲酒,121.5233138,25.0849076
112,11,2,南港區,晴,交岔路,交岔路口,無缺陷,47,未飲酒,121.6163791,25.0488148
112,11,2,南港區,晴,交岔路,交岔路口,無缺陷,74,未飲酒,121.6163791,25.0488148
112,11,2,松山區,晴,交岔路,交岔路口,無缺陷,67,未飲酒,121.5474563,25.0589217
112,11,2,松山區,晴,交岔路,交岔路口,無缺陷,48,未飲酒,121.5474563,25.0589217
112,12,2,松山區,晴,單路,路段,無缺陷,25,未飲酒,121.5781006,25.05167728
112,12,2,松山區,晴,單路,路段,無缺陷,67,無法檢測,121.5781006,25.05167728
112,12,2,松山區,晴,單路,路段,無缺陷,57,未飲酒,121.5504495,25.05778976
112,12,2,松山區,晴,單路,路段,無缺陷,59,無法檢測,121.5504495,25.05778976
112,12,2,松山區,晴,單路,路段,無缺陷,31,未飲酒,121.5504495,25.05778976
112,12,2,松山區,晴,單路,路段,無缺陷,57,未飲酒,121.5504495,25.05778976
112,12,2,信義區,晴,交岔路,交岔路口,無缺陷,24,未飲酒,121.581878,25.0441872
112,12,2,信義區,晴,交岔路,交岔路口,無缺陷,46,未飲酒,121.581878,25.0441872
112,12,2,信義區,晴,交岔路,交岔路口,無缺陷,46,未飲酒,121.5669906,25.0285376
112,12,2,信義區,晴,交岔路,交岔路口,無缺陷,24,未飲酒,121.5669906,25.0285376
112,12,2,萬華區,晴,交岔路,交岔路口,無缺陷,69,無法檢測,121.5025136,25.0457269
112,12,2,萬華區,晴,交岔路,交岔路口,無缺陷,28,未飲酒,121.5025136,25.0457269
112,12,2,北投區,晴,單路,路段,無缺陷,29,未飲酒,121.4986522,25.1248935
112,12,2,北投區,晴,單路,路段,無缺陷,62,未飲酒,121.4986522,25.1248935
112,13,2,中山區,晴,交岔路,交岔路口,無缺陷,33,未飲酒,121.5301203,25.056142
112,13,2,中山區,晴,交岔路,交岔路口,無缺陷,40,未飲酒,121.5301203,25.056142
112,13,2,中正區,晴,交岔路,交岔路口,無缺陷,33,無法檢測,121.5261674,25.01531332
112,13,2,中正區,晴,交岔路,交岔路口,無缺陷,55,無法檢測,121.5261674,25.01531332
112,13,2,大安區,晴,單路,路段,無缺陷,67,未飲酒,121.5521751,25.0380048
112,13,2,大安區,晴,單路,路段,無缺陷,40,未飲酒,121.5521751,25.0380048
112,13,2,文山區,晴,單路,路段,無缺陷,64,未飲酒,121.573719,24.99042732
112,13,2,文山區,晴,單路,路段,無缺陷,46,未飲酒,121.573719,24.99042732
112,13,2,文山區,晴,單路,路段,無缺陷,53,無法檢測,121.573719,24.99042732
112,14,2,中正區,晴,交岔路,交岔路口,無缺陷,32,未飲酒,121.5262139,25.0216344
112,14,2,中正區,晴,交岔路,交岔路口,無缺陷,33,未飲酒,121.5262139,25.0216344
112,14,2,文山區,晴,交岔路,交岔路口,無缺陷,54,未飲酒,121.563015,24.9837411
112,14,2,文山區,晴,交岔路,交岔路口,無缺陷,27,未飲酒,121.563015,24.9837411
112,14,2,大同區,晴,交岔路,交岔路口,無缺陷,58,未飲酒,121.5183684,25.06277239
112,14,2,大同區,晴,交岔路,交岔路口,無缺陷,51,未飲酒,121.5183684,25.06277239
112,14,2,大同區,晴,交岔路,交岔路口,無缺陷,18,未飲酒,121.5183684,25.06277239
112,14,2,大同區,晴,交岔路,交岔路口,無缺陷,18,未飲酒,121.5183684,25.06277239
112,14,2,大同區,晴,交岔路,交岔路口,無缺陷,54,未飲酒,121.5183684,25.06277239
112,14,2,大同區,晴,交岔路,交岔路口,無缺陷,52,無法檢測,121.5183684,25.06277239
112,14,2,信義區,晴,單路,路段,無缺陷,22,未飲酒,121.5592107,25.0325273
112,14,2,信義區,晴,單路,路段,無缺陷,19,未飲酒,121.5592107,25.0325273
112,14,2,內湖區,晴,交岔路,交岔路口,無缺陷,57,未飲酒,121.5808908,25.08470324
112,14,2,內湖區,晴,交岔路,交岔路口,無缺陷,55,未飲酒,121.5808908,25.08470324
112,14,2,北投區,晴,交岔路,交岔路口,無缺陷,19,未飲酒,121.4958375,25.1336034
112,14,2,北投區,晴,交岔路,交岔路口,無缺陷,57,未飲酒,121.4958375,25.1336034
112,15,2,萬華區,晴,單路,路段,無缺陷,46,未飲酒,121.5072144,25.04867322
112,15,2,萬華區,晴,單路,路段,無缺陷,28,未飲酒,121.5072144,25.04867322
112,15,2,中山區,陰,交岔路,交岔路口,無缺陷,50,未飲酒,121.5315457,25.0535963
112,15,2,中山區,陰,交岔路,交岔路口,無缺陷,24,未飲酒,121.5315457,25.0535963
112,15,2,中正區,晴,交岔路,交岔路口,無缺陷,38,未飲酒,121.5053507,25.0333879
112,15,2,中正區,晴,交岔路,交岔路口,無缺陷,20,未飲酒,121.5053507,25.0333879
112,15,2,中正區,晴,交岔路,交岔路口,無缺陷,18,無法檢測,121.5053507,25.0333879
112,15,2,北投區,晴,交岔路,交岔路口,無缺陷,63,未飲酒,121.4671644,25.12253742
112,15,2,北投區,晴,交岔路,交岔路口,無缺陷,28,未飲酒,121.4671644,25.12253742
112,16,2,中山區,陰,交岔路,交岔路口,無缺陷,19,無法檢測,121.5282224,25.0483279
112,16,2,中山區,陰,交岔路,交岔路口,無缺陷,20,無法檢測,121.5282224,25.0483279
112,16,2,中山區,陰,交岔路,交岔路口,無缺陷,0,無法檢測,121.5282224,25.0483279
112,16,2,內湖區,晴,交岔路,交岔路口,無缺陷,25,無法檢測,121.605506,25.07294015
112,16,2,內湖區,晴,交岔路,交岔路口,無缺陷,35,未飲酒,121.605506,25.07294015
112,16,2,萬華區,晴,交岔路,交岔路口,無缺陷,17,無法檢測,121.5036644,25.04645271
112,16,2,萬華區,晴,交岔路,交岔路口,無缺陷,21,未飲酒,121.5036644,25.04645271
112,16,2,萬華區,晴,交岔路,交岔路口,無缺陷,51,未飲酒,121.5036644,25.04645271
112,16,2,松山區,晴,單路,路段,無缺陷,51,未飲酒,121.5446907,25.0621716
112,16,2,松山區,晴,單路,路段,無缺陷,19,未飲酒,121.5446907,25.0621716
112,16,2,中山區,晴,交岔路,交岔路口,無缺陷,33,未飲酒,121.5225703,25.06266366
112,16,2,中山區,晴,交岔路,交岔路口,無缺陷,67,無法檢測,121.5225703,25.06266366
112,16,2,大安區,晴,單路,路段,無缺陷,45,未飲酒,121.5485715,25.0404068
112,16,2,大安區,晴,單路,路段,無缺陷,57,未飲酒,121.5485715,25.0404068
112,17,2,大安區,晴,單路,路段,無缺陷,38,未飲酒,121.5332074,25.03345848
112,17,2,大安區,晴,單路,路段,無缺陷,59,未飲酒,121.5332074,25.03345848
112,17,2,中山區,陰,交岔路,交岔路口,無缺陷,39,未飲酒,121.5274457,25.0521862
112,17,2,中山區,陰,交岔路,交岔路口,無缺陷,42,未飲酒,121.5274457,25.0521862
112,17,2,北投區,晴,交岔路,交岔路口,無缺陷,31,未飲酒,121.4960151,25.1365793
112,17,2,北投區,晴,交岔路,交岔路口,無缺陷,28,未飲酒,121.4960151,25.1365793
112,17,2,大安區,晴,單路,路段,無缺陷,71,無法檢測,121.5477098,25.0240664
112,17,2,大安區,晴,單路,路段,無缺陷,44,未飲酒,121.5477098,25.0240664
112,17,2,大安區,晴,單路,路段,無缺陷,57,未飲酒,121.5477098,25.0240664
112,17,2,中山區,晴,單路,路段,無缺陷,45,未飲酒,121.5297942,25.0478007
112,17,2,中山區,晴,單路,路段,無缺陷,41,未飲酒,121.5297942,25.0478007
112,17,2,大安區,晴,交岔路,交岔路口,無缺陷,22,未飲酒,121.5554957,25.03091675
112,17,2,大安區,晴,交岔路,交岔路口,無缺陷,47,未飲酒,121.5554957,25.03091675
112,17,2,士林區,晴,單路,路段,無缺陷,52,無法檢測,121.4973532,25.0968929
112,17,2,士林區,晴,單路,路段,無缺陷,55,未飲酒,121.4973532,25.0968929
112,17,2,士林區,晴,單路,路段,無缺陷,62,未飲酒,121.4973532,25.0968929
112,17,2,大安區,晴,交岔路,交岔路口,無缺陷,43,未飲酒,121.5545063,25.0206059
112,17,2,大安區,晴,交岔路,交岔路口,無缺陷,47,未飲酒,121.5545063,25.0206059
112,17,2,大安區,晴,單路,路段,無缺陷,64,未飲酒,121.5332308,25.03151642
112,17,2,大安區,晴,單路,路段,無缺陷,27,未飲酒,121.5332308,25.03151642
112,18,1,中山區,陰,單路,路段,無缺陷,34,未飲酒,121.523068,25.06082245
112,18,1,中山區,陰,單路,路段,無缺陷,68,無法檢測,121.523068,25.06082245
112,18,1,中山區,陰,單路,路段,無缺陷,53,未飲酒,121.523068,25.06082245
112,18,2,士林區,晴,單路,路段,無缺陷,23,無法檢測,121.5248134,25.08171452
112,18,2,士林區,晴,單路,路段,無缺陷,19,未飲酒,121.5248134,25.08171452
112,18,2,松山區,晴,單路,路段,無缺陷,68,未飲酒,121.5569912,25.0583262
112,18,2,松山區,晴,單路,路段,無缺陷,73,未飲酒,121.5569912,25.0583262
112,18,2,北投區,晴,單路,路段,無缺陷,41,未飲酒,121.4720521,25.12666491
112,18,2,北投區,晴,單路,路段,無缺陷,29,未飲酒,121.4720521,25.12666491
112,18,2,中正區,晴,交岔路,交岔路口,無缺陷,32,未飲酒,121.5189128,25.0317488
112,18,2,中正區,晴,交岔路,交岔路口,無缺陷,42,未飲酒,121.5189128,25.0317488
112,18,2,中正區,晴,單路,路段,無缺陷,28,未飲酒,121.5136296,25.04576
112,18,2,中正區,晴,單路,路段,無缺陷,22,無法檢測,121.5136296,25.04576
112,18,2,北投區,晴,單路,路段,無缺陷,61,未飲酒,121.4972843,25.1319569
112,18,2,北投區,晴,單路,路段,無缺陷,66,未飲酒,121.4972843,25.1319569
112,18,2,內湖區,晴,交岔路,交岔路口,無缺陷,51,未飲酒,121.6126791,25.07179919
112,18,2,內湖區,晴,交岔路,交岔路口,無缺陷,20,未飲酒,121.6126791,25.07179919
112,18,2,中正區,晴,單路,路段,無缺陷,19,未飲酒,121.5201353,25.04653657
112,18,2,中正區,晴,單路,路段,無缺陷,68,未飲酒,121.5201353,25.04653657
112,18,2,中正區,晴,交岔路,交岔路口,無缺陷,53,未飲酒,121.5177963,25.02630961
112,18,2,中正區,晴,交岔路,交岔路口,無缺陷,28,未飲酒,121.5177963,25.02630961
112,19,2,南港區,晴,交岔路,交岔路口,無缺陷,19,未飲酒,121.5838843,25.052112
112,19,2,南港區,晴,交岔路,交岔路口,無缺陷,64,無法檢測,121.5838843,25.052112
112,19,2,士林區,陰,單路,路段,無缺陷,53,未飲酒,121.5228632,25.10241728
112,19,2,士林區,陰,單路,路段,無缺陷,65,未飲酒,121.5228632,25.10241728
112,19,2,信義區,晴,交岔路,交岔路口,無缺陷,67,未飲酒,121.569545,25.0248559
112,19,2,信義區,晴,交岔路,交岔路口,無缺陷,8,未飲酒,121.569545,25.0248559
112,19,2,中正區,晴,單路,行人穿越道,無缺陷,72,無法檢測,121.5344817,25.01452
112,19,2,中正區,晴,單路,行人穿越道,無缺陷,32,未飲酒,121.5344817,25.01452
112,19,2,中山區,陰,交岔路,交岔路口,無缺陷,22,未飲酒,121.5243011,25.06036116
112,19,2,中山區,陰,交岔路,交岔路口,無缺陷,64,未飲酒,121.5243011,25.06036116
112,19,2,松山區,晴,單路,路段,無缺陷,44,未飲酒,121.5440746,25.0449975
112,19,2,松山區,晴,單路,路段,無缺陷,52,未飲酒,121.5440746,25.0449975
