發生年度,發生時-Hours,區序,天候,事故位置,路面狀況3,年齡,飲酒情形,座標-X,座標-Y
111,17,03中山區,7,20,4,47,11,121.5435265,25.05459784
111,17,03中山區,7,20,4,65,11,121.5435265,25.05459784
111,17,02萬華區,7,1,4,46,1,121.5014407,25.03664961
111,17,02萬華區,7,1,4,44,1,121.5014407,25.03664961
111,17,12內湖區,6,1,4,56,1,121.5892267,25.08628405
111,17,12內湖區,6,1,4,31,1,121.5892267,25.08628405
111,18,08士林區,8,7,4,19,1,121.5138121,25.09684557
111,18,08士林區,8,7,4,47,1,121.5138121,25.09684557
111,18,08士林區,8,7,4,19,10,121.5138121,25.09684557
111,18,10文山區,6,9,4,18,9,121.5795249,24.97557181
111,18,10文山區,6,9,4,,,121.5795249,24.97557181
111,18,06松山區,8,1,4,41,1,121.5691246,25.04925107
111,18,06松山區,8,1,4,52,1,121.5691246,25.04925107
111,18,06松山區,8,1,4,,11,121.5691246,25.04925107
111,19,11南港區,6,9,4,38,1,121.6101546,25.05922954
111,19,11南港區,6,9,4,23,1,121.6101546,25.05922954
111,19,11南港區,6,9,4,38,11,121.6101546,25.05922954
111,20,09北投區,8,1,4,26,1,121.5117682,25.11495576
111,20,09北投區,8,1,4,,,121.5117682,25.11495576
111,20,11南港區,8,18,4,19,1,121.5845848,25.04547368
111,20,11南港區,8,18,4,65,1,121.5845848,25.04547368
111,20,10文山區,8,9,4,43,2,121.5707644,24.98770883
111,20,10文山區,8,9,4,27,2,121.5707644,24.98770883
111,20,10文山區,8,9,4,26,10,121.5707644,24.98770883
111,22,03中山區,8,9,4,54,2,121.5335078,25.04844696
111,22,03中山區,8,9,4,32,2,121.5335078,25.04844696
111,5,07信義區,6,9,4,77,1,121.5770247,25.03537936
111,5,07信義區,6,9,4,29,1,121.5770247,25.03537936
111,5,02萬華區,7,20,4,29,11,121.506517,25.04867994
111,5,02萬華區,7,20,4,40,10,121.506517,25.04867994
111,5,11南港區,6,1,4,30,2,121.6163149,25.05316105
111,5,11南港區,6,1,4,56,2,121.6163149,25.05316105
111,6,09北投區,8,9,4,59,1,121.4670541,25.12749407
111,6,09北投區,8,9,4,,,121.4670541,25.12749407
111,6,03中山區,8,1,4,67,1,121.5363952,25.06811988
111,6,03中山區,8,1,4,62,1,121.5363952,25.06811988
111,6,08士林區,6,1,4,57,2,121.5224883,25.08074096
111,6,08士林區,6,1,4,46,2,121.5224883,25.08074096
111,7,10文山區,6,1,4,66,2,121.5372827,24.99486662
111,7,10文山區,6,1,4,71,2,121.5372827,24.99486662
111,7,07信義區,6,9,4,40,1,121.5545061,25.02600758
111,7,07信義區,6,9,4,38,1,121.5545061,25.02600758
111,7,01大同區,7,1,4,43,2,121.518335,25.06853888
111,7,01大同區,7,1,4,25,2,121.518335,25.06853888
111,7,06松山區,6,1,4,30,2,121.5461996,25.0599537
111,7,06松山區,6,1,4,25,2,121.5461996,25.0599537
111,7,06松山區,6,1,4,46,11,121.5461996,25.0599537
111,7,10文山區,6,2,4,38,1,121.5384108,25.00788066
111,7,10文山區,6,2,4,60,1,121.5384108,25.00788066
111,7,10文山區,6,2,4,47,1,121.5384108,25.00788066
111,7,09北投區,8,9,4,51,1,121.4732354,25.1312613
111,7,09北投區,8,9,4,28,1,121.4732354,25.1312613
111,7,07信義區,6,22,4,71,1,121.5589654,25.02598185
111,7,07信義區,6,22,4,33,1,121.5589654,25.02598185
111,7,12內湖區,6,9,4,20,1,121.5795385,25.07837797
111,7,12內湖區,6,9,4,39,1,121.5795385,25.07837797
111,7,12內湖區,6,9,4,48,1,121.5795385,25.07837797
111,7,03中山區,6,9,4,34,1,121.5484849,25.0805961
111,7,03中山區,6,9,4,30,1,121.5484849,25.0805961
111,7,08士林區,6,1,4,46,1,121.5325556,25.09922981
111,7,08士林區,6,1,4,52,1,121.5325556,25.09922981
111,8,04大安區,6,2,4,59,1,121.5499266,25.02444621
111,8,04大安區,6,2,4,50,1,121.5499266,25.02444621
111,8,07信義區,6,9,4,33,1,121.5634825,25.01265505
111,8,07信義區,6,9,4,,,121.5634825,25.01265505
111,8,10文山區,6,9,4,25,2,121.5706236,24.9959095
111,8,10文山區,6,9,4,,,121.5706236,24.9959095
111,8,01大同區,6,1,4,37,11,121.5169517,25.0571831
111,8,01大同區,6,1,4,26,2,121.5169517,25.0571831
111,8,12內湖區,6,1,4,19,1,121.5988258,25.0634872
111,8,12內湖區,6,1,4,34,1,121.5988258,25.0634872
111,8,08士林區,6,2,4,45,11,121.5194696,25.08299691
111,8,08士林區,6,2,4,27,1,121.5194696,25.08299691
111,8,11南港區,6,8,4,35,1,121.5968372,25.05429205
111,8,11南港區,6,8,4,26,1,121.5968372,25.05429205
111,8,11南港區,6,8,4,39,1,121.5968372,25.05429205
111,9,01大同區,6,9,4,64,2,121.5183629,25.07028602
111,9,01大同區,6,9,4,38,2,121.5183629,25.07028602
111,9,04大安區,6,1,4,69,2,121.5266588,25.03014817
111,9,04大安區,6,1,4,27,2,121.5266588,25.03014817
111,9,03中山區,6,1,4,78,1,121.5382269,25.0683856
111,9,03中山區,6,1,4,35,1,121.5382269,25.0683856
111,9,06松山區,6,8,4,64,1,121.5491846,25.04705543
111,9,06松山區,6,8,4,27,1,121.5491846,25.04705543
111,9,06松山區,6,1,4,33,2,121.5552288,25.0583116
111,9,06松山區,6,1,4,23,2,121.5552288,25.0583116
111,9,12內湖區,6,1,4,34,1,121.5795502,25.0649156
111,9,12內湖區,6,1,4,34,1,121.5795502,25.0649156
111,10,04大安區,6,2,4,25,1,121.5489427,25.02116864
111,10,04大安區,6,2,4,56,1,121.5489427,25.02116864
111,10,10文山區,7,1,4,29,2,121.5427993,24.99922794
111,10,10文山區,7,1,4,21,2,121.5427993,24.99922794
111,10,06松山區,6,7,4,47,1,121.556331,25.06209602
111,10,06松山區,6,7,4,60,1,121.556331,25.06209602
111,10,07信義區,6,20,4,,11,121.5624944,25.03589348
111,10,07信義區,6,20,4,43,9,121.5624944,25.03589348
111,11,04大安區,6,1,4,48,1,121.5424581,25.04109039
111,11,04大安區,6,1,4,59,10,121.5424581,25.04109039
111,11,04大安區,6,1,4,58,1,121.5399374,25.01341203
111,11,04大安區,6,1,4,27,1,121.5399374,25.01341203
111,11,02萬華區,6,9,4,27,1,121.5005456,25.03161754
111,11,02萬華區,6,9,4,34,1,121.5005456,25.03161754
111,11,06松山區,6,9,4,49,1,121.5442169,25.04508074
111,11,06松山區,6,9,4,38,1,121.5442169,25.04508074
111,11,07信義區,6,1,4,79,1,121.575522,25.0432653
111,11,07信義區,6,1,4,39,1,121.575522,25.0432653
111,12,10文山區,6,1,4,61,2,121.5546151,25.0008128
111,12,10文山區,6,1,4,57,2,121.5546151,25.0008128
111,12,04大安區,6,1,4,53,1,121.5480796,25.04262749
111,12,04大安區,6,1,4,56,1,121.5480796,25.04262749
111,12,04大安區,6,1,4,62,10,121.5480796,25.04262749
111,13,06松山區,6,9,4,61,1,121.5643193,25.05133743
111,13,06松山區,6,9,4,46,1,121.5643193,25.05133743
111,13,04大安區,6,1,4,35,1,121.5435746,25.02837039
111,13,04大安區,6,1,4,35,1,121.5435746,25.02837039
111,14,04大安區,6,2,4,59,1,121.5345091,25.04475072
111,14,04大安區,6,2,4,29,1,121.5345091,25.04475072
111,14,02萬華區,6,7,4,26,2,121.5044325,25.01999156
111,14,02萬華區,6,7,4,21,2,121.5044325,25.01999156
111,14,02萬華區,6,7,4,20,2,121.5044325,25.01999156
111,14,02萬華區,6,7,4,60,10,121.5044325,25.01999156
111,14,10文山區,6,1,4,50,1,121.5533679,25.00015883
111,14,10文山區,6,1,4,23,1,121.5533679,25.00015883
111,14,04大安區,6,2,4,28,1,121.552841,25.02467142
111,14,04大安區,6,2,4,52,1,121.552841,25.02467142
111,14,07信義區,6,1,4,41,1,121.5595419,25.02084613
111,14,07信義區,6,1,4,42,1,121.5595419,25.02084613
111,14,07信義區,6,9,4,19,1,121.5667909,25.0405444
111,14,07信義區,6,9,4,32,1,121.5667909,25.0405444
111,14,07信義區,6,9,4,19,10,121.5667909,25.0405444
111,14,08士林區,7,1,4,59,1,121.522945,25.10198202
111,14,08士林區,7,1,4,20,1,121.522945,25.10198202
111,14,03中山區,8,1,4,65,2,121.5252113,25.07684833
111,14,03中山區,8,1,4,55,2,121.5252113,25.07684833
111,14,02萬華區,7,1,4,38,1,121.4915929,25.02505693
111,14,02萬華區,7,1,4,44,1,121.4915929,25.02505693
111,15,04大安區,6,1,4,44,1,121.5562464,25.04300699
111,15,04大安區,6,1,4,27,1,121.5562464,25.04300699
111,15,04大安區,7,9,4,27,1,121.5478352,25.02039418
111,15,04大安區,7,9,4,60,1,121.5478352,25.02039418
111,15,04大安區,7,9,4,67,1,121.5478352,25.02039418
111,15,12內湖區,6,2,4,45,1,121.5635492,25.08334481
111,15,12內湖區,6,2,4,62,1,121.5635492,25.08334481
111,15,12內湖區,6,2,4,54,10,121.5635492,25.08334481
111,15,03中山區,7,2,4,45,1,121.536974,25.04537062
111,15,03中山區,7,2,4,21,1,121.536974,25.04537062
111,15,03中山區,6,9,4,33,1,121.5395325,25.0580125
111,15,03中山區,6,9,4,26,1,121.5395325,25.0580125
111,15,03中山區,6,9,4,47,11,121.5395325,25.0580125
111,15,03中山區,6,9,4,62,11,121.5395325,25.0580125
111,15,10文山區,6,2,4,39,2,121.5711307,24.99170776
111,15,10文山區,6,2,4,78,10,121.5711307,24.99170776
111,15,11南港區,6,1,4,38,1,121.6077191,25.0534209
111,15,11南港區,6,1,4,20,1,121.6077191,25.0534209
111,16,01大同區,8,9,4,21,1,121.5112132,25.06257987
111,16,01大同區,8,9,4,69,1,121.5112132,25.06257987
111,16,04大安區,6,9,4,67,1,121.5492178,25.017246
111,16,04大安區,6,9,4,63,1,121.5492178,25.017246
111,16,03中山區,8,9,4,30,1,121.5382899,25.0616827
111,16,03中山區,8,9,4,31,1,121.5382899,25.0616827
111,16,09北投區,8,18,4,21,2,121.5014695,25.13349863
111,16,09北投區,8,18,4,15,10,121.5014695,25.13349863
111,16,09北投區,8,18,4,15,10,121.5014695,25.13349863
111,17,03中山區,7,9,4,21,1,121.522761,25.05699684
111,17,03中山區,7,9,4,24,1,121.522761,25.05699684
111,17,07信義區,6,1,4,40,11,121.5678858,25.0267946
111,17,07信義區,6,1,4,52,11,121.5678858,25.0267946
111,17,06松山區,8,9,4,32,1,121.5550778,25.04952773
111,17,06松山區,8,9,4,57,1,121.5550778,25.04952773
111,17,03中山區,6,6,4,42,1,121.5276895,25.06505625
111,17,03中山區,6,6,4,61,1,121.5276895,25.06505625
111,17,12內湖區,8,9,4,71,1,121.5886906,25.07712891
111,17,12內湖區,8,9,4,32,1,121.5886906,25.07712891
111,18,04大安區,7,1,4,32,1,121.5435941,25.02843204
111,18,04大安區,7,1,4,48,1,121.5435941,25.02843204
111,18,10文山區,6,9,4,26,2,121.5405806,24.99987557
111,18,10文山區,6,9,4,64,10,121.5405806,24.99987557
111,18,06松山區,8,1,4,66,1,121.5655588,25.04892883
111,18,06松山區,8,1,4,35,1,121.5655588,25.04892883
111,19,05中正區,7,9,4,67,2,121.5126004,25.0370236
111,19,05中正區,7,9,4,59,2,121.5126004,25.0370236
111,19,10文山區,6,9,4,30,1,121.5568219,24.99976813
111,19,10文山區,6,9,4,68,1,121.5568219,24.99976813
111,19,10文山區,6,2,4,60,1,121.5448463,24.99855401
111,19,10文山區,6,2,4,45,1,121.5448463,24.99855401
111,19,10文山區,6,9,4,43,2,121.5757356,24.99970443
111,19,10文山區,6,9,4,39,2,121.5757356,24.99970443
111,19,10文山區,6,9,4,48,2,121.5757356,24.99970443
111,19,12內湖區,6,1,4,30,1,121.5834951,25.07499884
111,19,12內湖區,6,1,4,24,1,121.5834951,25.07499884
111,20,07信義區,6,1,4,37,1,121.5719809,25.0422439
111,20,07信義區,6,1,4,47,10,121.5719809,25.0422439
111,20,05中正區,7,9,4,69,2,121.5141668,25.03187973
111,20,05中正區,7,9,4,62,2,121.5141668,25.03187973
111,20,05中正區,7,9,4,54,10,121.5141668,25.03187973
111,20,03中山區,7,1,4,57,1,121.5330134,25.05779972
111,20,03中山區,7,1,4,52,1,121.5330134,25.05779972
111,20,04大安區,7,1,4,51,1,121.5548583,25.0286442
111,20,04大安區,7,1,4,34,1,121.5548583,25.0286442
111,21,07信義區,6,1,4,28,2,121.5664638,25.0257674
111,21,07信義區,6,1,4,71,10,121.5664638,25.0257674
111,21,07信義區,6,1,4,60,2,121.5664638,25.0257674
111,21,05中正區,7,9,4,30,2,121.5190621,25.04504398
111,21,05中正區,7,9,4,25,2,121.5190621,25.04504398
111,21,04大安區,6,9,4,58,1,121.5506138,25.04138942
111,21,04大安區,6,9,4,76,10,121.5506138,25.04138942
111,21,08士林區,7,1,4,19,1,121.5261357,25.1184567
111,21,08士林區,7,1,4,62,10,121.5261357,25.1184567
111,23,07信義區,6,1,4,47,1,121.5815664,25.03705769
111,23,07信義區,6,1,4,35,1,121.5815664,25.03705769
111,0,03中山區,7,1,4,45,1,121.5264016,25.04886537
111,0,03中山區,7,1,4,40,10,121.5264016,25.04886537
111,0,04大安區,6,1,4,19,1,121.5461792,25.04310935
111,0,04大安區,6,1,4,36,1,121.5461792,25.04310935
111,4,09北投區,6,1,4,68,9,121.4985577,25.13148313
111,4,09北投區,6,1,4,,,121.4985577,25.13148313
111,4,06松山區,6,9,4,24,8,121.5441171,25.05305914
111,4,06松山區,6,9,4,52,2,121.5441171,25.05305914
111,4,10文山區,6,1,4,57,2,121.5600275,24.99680079
111,4,10文山區,6,1,4,39,10,121.5600275,24.99680079
111,5,10文山區,6,1,4,71,2,121.5540248,24.99982679
111,5,10文山區,6,1,4,30,2,121.5540248,24.99982679
111,6,03中山區,6,8,4,22,2,121.5225775,25.06688497
111,6,03中山區,6,8,4,64,10,121.5225775,25.06688497
111,6,01大同區,6,2,4,44,2,121.5159155,25.06305479
111,6,01大同區,6,2,4,49,2,121.5159155,25.06305479
111,6,01大同區,6,2,4,48,10,121.5159155,25.06305479
111,7,02萬華區,6,2,4,59,2,121.5049057,25.04299441
111,7,02萬華區,6,2,4,44,2,121.5049057,25.04299441
111,7,05中正區,6,1,4,64,2,121.5179471,25.03932718
111,7,05中正區,6,1,4,64,10,121.5179471,25.03932718
111,7,05中正區,6,1,4,,,121.5179471,25.03932718
111,8,02萬華區,6,1,4,40,1,121.502282,25.03336496
111,8,02萬華區,6,1,4,39,1,121.502282,25.03336496
111,8,06松山區,6,1,4,61,11,121.5527089,25.05083699
111,8,06松山區,6,1,4,37,11,121.5527089,25.05083699
111,8,02萬華區,6,9,4,60,1,121.4956456,25.028624
111,8,02萬華區,6,9,4,56,1,121.4956456,25.028624
111,8,03中山區,6,1,4,31,1,121.5255203,25.05905317
111,8,03中山區,6,1,4,54,1,121.5255203,25.05905317
111,8,03中山區,6,9,4,53,1,121.5428579,25.04686723
111,8,03中山區,6,9,4,43,1,121.5428579,25.04686723
111,8,12內湖區,6,8,4,65,1,121.589494,25.0863101
111,8,12內湖區,6,8,4,24,1,121.589494,25.0863101
111,8,04大安區,6,1,4,33,11,121.5368268,25.04189427
111,8,04大安區,6,1,4,30,1,121.5368268,25.04189427
111,9,07信義區,6,11,4,59,2,121.5618507,25.03642146
111,9,07信義區,6,11,4,26,2,121.5618507,25.03642146
111,9,10文山區,6,2,4,48,1,121.5526333,25.00147889
111,9,10文山區,6,2,4,82,10,121.5526333,25.00147889
111,9,07信義區,6,1,4,52,1,121.5660422,25.04103547
111,9,07信義區,6,1,4,27,1,121.5660422,25.04103547
111,9,10文山區,6,2,4,50,1,121.5371911,25.01088619
111,9,10文山區,6,2,4,24,1,121.5371911,25.01088619
111,10,10文山區,7,1,4,57,1,121.5444273,24.99876317
111,10,10文山區,7,1,4,56,1,121.5444273,24.99876317
111,10,07信義區,6,1,4,67,1,121.5792648,25.0387392
111,10,07信義區,6,1,4,30,1,121.5792648,25.0387392
111,10,04大安區,6,7,4,25,1,121.54378,25.03716625
111,10,04大安區,6,7,4,26,1,121.54378,25.03716625
111,10,07信義區,6,1,4,32,2,121.565362,25.02612709
111,10,07信義區,6,1,4,72,10,121.565362,25.02612709
111,10,05中正區,6,9,4,61,2,121.5168805,25.04863842
111,10,05中正區,6,9,4,25,2,121.5168805,25.04863842
111,10,04大安區,6,1,4,21,1,121.5489389,25.02123113
111,10,04大安區,6,1,4,73,2,121.5489389,25.02123113
111,10,07信義區,6,1,4,51,2,121.5740396,25.04089754
111,10,07信義區,6,1,4,26,2,121.5740396,25.04089754
111,10,09北投區,6,2,4,42,1,121.5229912,25.11889502
111,10,09北投區,6,2,4,50,1,121.5229912,25.11889502
111,11,05中正區,6,9,4,41,1,121.5149591,25.04592419
111,11,05中正區,6,9,4,46,2,121.5149591,25.04592419
111,12,05中正區,6,9,4,45,11,121.532548,25.0342411
111,12,05中正區,6,9,4,28,2,121.532548,25.0342411
111,12,05中正區,6,9,4,33,2,121.532548,25.0342411
111,12,04大安區,6,2,4,28,1,121.5538918,25.035035
111,12,04大安區,6,2,4,79,10,121.5538918,25.035035
111,12,08士林區,6,1,4,20,2,121.5246229,25.09504161
111,12,08士林區,6,1,4,61,2,121.5246229,25.09504161
111,12,09北投區,6,9,4,22,1,121.465481,25.12611292
111,12,09北投區,6,9,4,,,121.465481,25.12611292
111,12,09北投區,6,9,4,20,1,121.5164986,25.1126584
111,12,09北投區,6,9,4,,,121.5164986,25.1126584
111,12,07信義區,6,9,4,19,1,121.578274,25.0366729
111,12,07信義區,6,9,4,,,121.578274,25.0366729
111,13,03中山區,6,1,4,26,1,121.5381634,25.04626432
111,13,03中山區,6,1,4,25,1,121.5381634,25.04626432
111,13,02萬華區,6,9,4,24,1,121.5003442,25.04235169
111,13,02萬華區,6,9,4,40,1,121.5003442,25.04235169
111,13,06松山區,6,8,4,57,1,121.5487081,25.05082533
111,13,06松山區,6,8,4,,,121.5487081,25.05082533
111,13,08士林區,6,1,4,67,1,121.5204155,25.09771808
111,13,08士林區,6,1,4,77,1,121.5204155,25.09771808
111,13,08士林區,6,1,4,31,10,121.5204155,25.09771808
111,14,04大安區,6,1,4,51,1,121.5515875,25.03172767
111,14,04大安區,6,1,4,30,1,121.5515875,25.03172767
111,14,05中正區,6,2,4,63,1,121.513266,25.04824404
111,14,05中正區,6,2,4,34,1,121.513266,25.04824404
111,14,11南港區,6,2,4,45,2,121.6169583,25.05808577
111,14,11南港區,6,2,4,38,2,121.6169583,25.05808577
111,14,04大安區,6,1,4,67,1,121.5436236,25.03098683
111,14,04大安區,6,1,4,31,1,121.5436236,25.03098683
111,14,04大安區,6,1,4,34,10,121.5436236,25.03098683
111,15,08士林區,6,9,4,27,1,121.5251088,25.10734185
111,15,08士林區,6,9,4,48,1,121.5251088,25.10734185
111,15,01大同區,6,9,4,21,1,121.5180591,25.06297825
111,15,01大同區,6,9,4,50,1,121.5180591,25.06297825
111,16,05中正區,6,1,4,40,1,121.5326246,25.03898711
111,16,05中正區,6,1,4,39,1,121.5326246,25.03898711
111,16,02萬華區,6,2,4,61,11,121.4991606,25.04155694
111,16,02萬華區,6,2,4,40,1,121.4991606,25.04155694
111,16,02萬華區,6,2,4,29,1,121.4991606,25.04155694
111,16,04大安區,6,9,4,65,1,121.5523141,25.03043622
111,16,04大安區,6,9,4,52,1,121.5523141,25.03043622
111,16,03中山區,6,1,4,32,1,121.5219336,25.06100108
111,16,03中山區,6,1,4,67,1,121.5219336,25.06100108
111,16,03中山區,6,1,4,14,10,121.5219336,25.06100108
111,16,05中正區,6,9,4,30,1,121.5325384,25.03462005
111,16,05中正區,6,9,4,37,1,121.5325384,25.03462005
111,17,03中山區,6,1,4,28,1,121.5423606,25.0447899
111,17,03中山區,6,1,4,52,1,121.5423606,25.0447899
111,17,05中正區,6,1,4,40,2,121.5283317,25.0410503
111,17,05中正區,6,1,4,25,2,121.5283317,25.0410503
111,17,06松山區,6,9,4,28,1,121.5488299,25.05789249
111,17,06松山區,6,9,4,44,1,121.5488299,25.05789249
111,17,07信義區,6,9,4,21,1,121.5569085,25.02847285
111,17,07信義區,6,9,4,25,1,121.5569085,25.02847285
111,17,11南港區,6,9,4,27,1,121.5934198,25.05112977
111,17,11南港區,6,9,4,27,1,121.5934198,25.05112977
111,17,04大安區,6,2,4,40,1,121.5490319,25.02468163
111,17,04大安區,6,2,4,68,1,121.5490319,25.02468163
111,17,11南港區,6,9,4,39,2,121.6163122,25.05443791
111,17,11南港區,6,9,4,33,2,121.6163122,25.05443791
111,17,03中山區,6,9,4,53,1,121.5209611,25.05001688
111,17,03中山區,6,9,4,40,1,121.5209611,25.05001688
111,18,10文山區,6,1,4,57,2,121.5609052,24.98656863
111,18,10文山區,6,1,4,14,10,121.5609052,24.98656863
111,18,08士林區,6,9,4,30,8,121.5364294,25.09927988
111,18,08士林區,6,9,4,26,1,121.5364294,25.09927988
111,18,11南港區,6,22,4,38,1,121.5952641,25.05272255
111,18,11南港區,6,22,4,73,1,121.5952641,25.05272255
111,18,02萬華區,6,9,4,39,1,121.500324,25.02494771
111,18,02萬華區,6,9,4,66,1,121.500324,25.02494771
111,18,08士林區,6,7,4,30,8,121.528242,25.09487921
111,18,08士林區,6,7,4,61,2,121.528242,25.09487921
111,18,08士林區,6,7,4,66,2,121.528242,25.09487921
111,18,08士林區,6,7,4,40,2,121.528242,25.09487921
111,18,08士林區,6,7,4,85,10,121.528242,25.09487921
111,18,12內湖區,6,1,4,70,2,121.5651675,25.08132166
111,18,12內湖區,6,1,4,31,2,121.5651675,25.08132166
111,18,10文山區,6,1,4,40,2,121.5568624,25.00205946
111,18,10文山區,6,1,4,51,2,121.5568624,25.00205946
111,18,02萬華區,6,9,4,82,2,121.5026666,25.0267199
111,18,02萬華區,6,9,4,18,2,121.5026666,25.0267199
111,19,03中山區,6,9,4,59,1,121.5393762,25.06818758
111,19,03中山區,6,9,4,21,1,121.5393762,25.06818758
111,19,01大同區,6,9,4,63,1,121.5185399,25.07067925
111,19,01大同區,6,9,4,48,1,121.5185399,25.07067925
111,20,12內湖區,6,9,4,25,1,121.5889482,25.07092132
111,20,12內湖區,6,9,4,61,1,121.5889482,25.07092132
111,20,12內湖區,6,9,4,37,1,121.5889482,25.07092132
111,20,09北投區,6,9,4,51,1,121.5011616,25.13374087
111,20,09北投區,6,9,4,,,121.5011616,25.13374087
111,20,07信義區,6,9,4,27,1,121.5623895,25.0141797
111,20,07信義區,6,9,4,23,1,121.5623895,25.0141797
111,20,05中正區,6,2,4,61,1,121.5189701,25.0315594
111,20,05中正區,6,2,4,26,1,121.5189701,25.0315594
111,20,04大安區,6,1,4,,11,121.5437395,25.04466812
111,20,04大安區,6,1,4,22,1,121.5437395,25.04466812
111,21,07信義區,8,11,4,23,2,121.5641965,25.04046067
111,21,07信義區,8,11,4,28,2,121.5641965,25.04046067
111,21,08士林區,6,9,4,58,1,121.507543,25.08601396
111,21,08士林區,6,9,4,20,1,121.507543,25.08601396
111,22,03中山區,6,1,4,54,1,121.5436833,25.06335947
111,22,03中山區,6,1,4,20,1,121.5436833,25.06335947
111,22,10文山區,6,2,4,39,2,121.5614982,24.9849027
111,22,10文山區,6,2,4,23,2,121.5614982,24.9849027
111,22,12內湖區,6,1,4,38,1,121.6139341,25.06877426
111,22,12內湖區,6,1,4,24,1,121.6139341,25.06877426
111,22,04大安區,6,1,4,21,1,121.5525203,25.0243147
111,22,04大安區,6,1,4,45,1,121.5525203,25.0243147
111,22,04大安區,6,1,4,15,10,121.5525203,25.0243147
111,22,04大安區,6,1,4,32,10,121.5460716,25.03859738
111,22,04大安區,6,1,4,29,10,121.5460716,25.03859738
111,22,04大安區,6,1,4,31,10,121.5460716,25.03859738
111,22,04大安區,6,1,4,31,2,121.5460716,25.03859738
111,22,04大安區,6,1,4,32,2,121.5460716,25.03859738
111,22,04大安區,6,1,4,33,1,121.5460716,25.03859738
111,22,04大安區,6,1,4,49,9,121.5460716,25.03859738
111,22,10文山區,6,1,4,32,2,121.5388418,25.00211358
111,22,10文山區,6,1,4,27,10,121.5388418,25.00211358
111,22,09北投區,6,2,4,60,1,121.5152652,25.1070601
111,22,09北投區,6,2,4,25,1,121.5152652,25.1070601
111,23,07信義區,6,9,4,22,1,121.5783189,25.04898201
111,23,07信義區,6,9,4,,,121.5783189,25.04898201
111,2,03中山區,6,9,4,18,1,121.5429755,25.05196087
111,2,03中山區,6,9,4,35,1,121.5429755,25.05196087
111,4,04大安區,6,2,4,59,2,121.5261561,25.02683752
111,4,04大安區,6,2,4,29,2,121.5261561,25.02683752
111,5,12內湖區,6,2,4,51,2,121.5907599,25.08073108
111,5,12內湖區,6,2,4,65,10,121.5907599,25.08073108
111,7,08士林區,6,1,4,37,11,121.5337393,25.10129106
111,7,08士林區,6,1,4,45,1,121.5337393,25.10129106
111,7,12內湖區,6,9,4,26,1,121.6116375,25.06425168
111,7,12內湖區,6,9,4,,,121.6116375,25.06425168
111,7,05中正區,6,1,4,57,2,121.5141692,25.04516318
111,7,05中正區,6,1,4,23,2,121.5141692,25.04516318
111,8,08士林區,6,1,4,65,2,121.5377223,25.09798271
111,8,08士林區,6,1,4,30,2,121.5377223,25.09798271
111,8,05中正區,6,1,4,45,2,121.5120077,25.02913655
111,8,05中正區,6,1,4,82,10,121.5120077,25.02913655
111,8,05中正區,6,1,4,23,1,121.5210992,25.02685841
111,8,05中正區,6,1,4,60,1,121.5210992,25.02685841
111,9,03中山區,6,2,4,22,1,121.5366179,25.06242698
111,9,03中山區,6,2,4,36,1,121.5366179,25.06242698
111,9,03中山區,6,2,4,30,1,121.5366179,25.06242698
111,9,10文山區,6,2,4,43,8,121.5554251,25.00212948
111,9,10文山區,6,2,4,58,2,121.5554251,25.00212948
111,9,04大安區,6,9,4,58,11,121.5460453,25.03716306
111,9,04大安區,6,9,4,61,1,121.5460453,25.03716306
111,9,04大安區,6,9,4,33,10,121.5460453,25.03716306
111,10,09北投區,6,9,4,21,1,121.4677394,25.12329406
111,10,09北投區,6,9,4,51,1,121.4677394,25.12329406
111,10,09北投區,6,9,4,44,1,121.4677394,25.12329406
111,10,09北投區,6,9,4,21,10,121.4677394,25.12329406
111,10,04大安區,6,9,4,54,1,121.5450835,25.0449084
111,10,04大安區,6,9,4,25,1,121.5450835,25.0449084
111,10,06松山區,6,9,4,34,1,121.5441576,25.05175807
111,10,06松山區,6,9,4,47,1,121.5441576,25.05175807
111,10,04大安區,6,9,4,27,9,121.535479,25.02584065
111,10,04大安區,6,9,4,50,9,121.535479,25.02584065
111,10,04大安區,6,9,4,66,9,121.535479,25.02584065
111,11,12內湖區,6,1,4,64,1,121.6163596,25.06625281
111,11,12內湖區,6,1,4,21,1,121.6163596,25.06625281
111,11,09北投區,6,9,4,55,11,121.5068576,25.11857336
111,11,09北投區,6,9,4,53,10,121.5068576,25.11857336
111,11,09北投區,6,9,4,21,11,121.5068576,25.11857336
111,11,09北投區,6,9,4,59,11,121.5068576,25.11857336
111,11,05中正區,7,2,4,40,2,121.528693,25.04339037
111,11,05中正區,7,2,4,53,2,121.528693,25.04339037
111,12,02萬華區,6,9,4,32,1,121.5013988,25.03316271
111,12,02萬華區,6,9,4,57,1,121.5013988,25.03316271
111,12,03中山區,8,1,4,50,1,121.524292,25.04788309
111,12,03中山區,8,1,4,24,1,121.524292,25.04788309
111,12,03中山區,8,1,4,36,1,121.524292,25.04788309
111,12,02萬華區,7,22,4,23,1,121.5085975,25.04826218
111,12,02萬華區,7,22,4,30,1,121.5085975,25.04826218
111,12,02萬華區,7,22,4,32,10,121.5085975,25.04826218
111,12,12內湖區,6,9,4,58,1,121.585455,25.06720201
111,12,12內湖區,6,9,4,30,1,121.585455,25.06720201
